numfven,codprod,codcon,nomdet,serdet,venfec,valuni,candet,ivapor,ivapes,totdet,numite,cosprod,tipsub,dctpor,coskar,undfra
28721,10757, ,boxer africano media, ,2022-05-17,6500.0,2.0,0.0,0.0,13000.0,1,5500.0,U,0.0,5240.74,1
28721,1039, ,sintesolda standard 24horas, ,2022-05-17,12000.0,2.0,0.0,0.0,24000.0,2,9938.88,U,0.0,8770.89,1
28722,1824, ,tor broca conica 8*3pulg ciento, ,2022-05-17,8000.0,1.0,0.0,0.0,8000.0,1,67.26,U,0.0,67.26,100
28722,1824, ,tor broca conica 8*3pulg ciento, ,2022-05-17,80.0,30.0,0.0,0.0,2400.0,2,67.26,U,0.0,67.26,1
28723,10137, ,caja octogonal plastica tercol, ,2022-05-17,900.0,10.0,0.0,0.0,9000.0,1,650.0,U,0.0,0.0,1
28724,10806, ,niple galvanizado 1/2 12 pulg-30cm, ,2022-05-17,8800.0,1.0,0.0,0.0,8800.0,1,7250.0,U,0.0,6131.8,1
28724,10936, ,tapa ciega 2*4 5800 blanca induma *10ud, ,2022-05-17,600.0,1.0,0.0,0.0,600.0,2,353.55,U,0.0,342.68,1
28725,10687, ,cemento blanco argos *40kg, ,2022-05-17,1800.0,10.0,0.0,0.0,18000.0,1,1300.0,U,0.0,1295.04,1
28726,2224, ,cinta aislante negra global 5 mt *10, ,2022-05-17,1000.0,1.0,0.0,0.0,1000.0,1,550.0,U,0.0,550.0,1
28726,10216, ,plafon bombillo loza mc, ,2022-05-17,2300.0,1.0,0.0,0.0,2300.0,2,1950.05,U,0.0,1903.68,1
28727,2237, ,rejilla sifon sosco plastico plastigrifos 3*4 pulg, ,2022-05-17,4000.0,2.0,0.0,0.0,8000.0,1,3000.0,U,0.0,3000.0,1
28727,11209, ,rejilla sifon pinpinov plastico 4*3, ,2022-05-17,3200.0,1.0,0.0,0.0,3200.0,2,2550.2,U,0.0,2550.2,1
28728,10189, ,plafon cortinero colores plastico 3/4, ,2022-05-17,800.0,8.0,0.0,0.0,6400.0,1,500.0,U,0.0,404.22,1
28728,11511, ,soporte cortinero plastico doble colores 3/4, ,2022-05-17,1800.0,10.0,0.0,0.0,18000.0,2,600.0,U,0.0,1012.15,1
28729,10711, ,cable alambre centelsa #12 blanco *100mt, ,2022-05-17,2000.0,3.0,0.0,0.0,6000.0,1,1500.0,U,0.0,1614.52,1
28729,10140, ,alambre cable #12 rojo centelsa *100mt, ,2022-05-17,2000.0,3.0,0.0,0.0,6000.0,2,1500.0,U,0.0,58044.0,1
28730,10711, ,cable alambre centelsa #12 blanco *100mt, ,2022-05-17,2500.0,3.0,0.0,0.0,7500.0,1,1500.0,U,0.0,1614.52,1
28730,10140, ,alambre cable #12 rojo centelsa *100mt, ,2022-05-17,2500.0,3.0,0.0,0.0,7500.0,2,1500.0,U,0.0,58044.0,1
28731,10152, ,pegadit original adesivo 4g, ,2022-05-17,3500.0,1.0,0.0,0.0,3500.0,1,2933.56,U,0.0,2933.56,1
28732,1022, ,vinilo tipo 1 super 1/2 cuñete pintuland blanco, ,2022-05-17,163000.0,1.0,0.0,0.0,163000.0,1,141848.0,U,0.0,136056.67,1
28732,11052, ,insolux vidrio, ,2022-05-17,3800.0,18.0,0.0,0.0,68400.0,2,3000.0,U,0.0,3000.0,1
28732,10806, ,niple galvanizado 1/2 12 pulg-30cm, ,2022-05-17,8800.0,1.0,0.0,0.0,8800.0,3,7250.0,U,0.0,6131.8,1
28732,1411, ,niple galvanizado 1/2 6 pulg-15cm, ,2022-05-17,5000.0,1.0,0.0,0.0,5000.0,4,2200.0,U,0.0,2200.0,1
28732,11345, ,cinta teflon eco, ,2022-05-17,700.0,1.0,0.0,0.0,700.0,5,450.0,U,0.0,450.0,1
28732,10379, ,hembra presion 1/2 gerfor, ,2022-05-17,500.0,1.0,0.0,0.0,500.0,6,353.57,U,0.0,347.16,1
28732,1777, ,esmalte clasico negro brillante 1/4 pintuland , ,2022-05-17,21000.0,1.0,0.0,0.0,21000.0,7,15827.0,U,0.0,15583.51,1
28732,10440, ,codo, ,2022-05-17,1500.0,1.0,0.0,0.0,1500.0,8,951.99,U,0.0,0.0,1
28732,2165, ,rejilla plastica con sosco 3*2, ,2022-05-17,2500.0,1.0,0.0,0.0,2500.0,9,1800.0,U,0.0,1800.0,1
28733,10771, ,cinta teflon industrial, ,2022-05-17,2500.0,15.0,0.0,0.0,37500.0,1,1650.0,U,0.0,1650.0,1
28734,12040, ,tubo cortinero liso aluminio 1/2, ,2022-05-17,4000.0,3.0,0.0,0.0,12000.0,1,3068.61,U,0.0,3027.38,1
28735,11052, ,insolux vidrio, ,2022-05-17,3800.0,9.0,0.0,0.0,34200.0,1,3000.0,U,0.0,3000.0,1
28736,1111, ,clavo madera sin cabeza 2pulg, ,2022-05-17,5500.0,3.0,0.0,0.0,16500.0,1,2734.81,U,0.0,2734.81,1
28737,1111, ,clavo madera sin cabeza 2pulg, ,2022-05-17,5500.0,2.0,0.0,0.0,11000.0,1,2734.81,U,0.0,2734.81,1
28738,10367, ,cerrojo sencillo fanal 90470-006, ,2022-05-17,28000.0,1.0,0.0,0.0,28000.0,1,20194.91,U,0.0,20194.91,1
28739,1643, ,lavaplatos acero fermetal con escurridor 100*50 der, ,2022-05-17,112000.0,1.0,0.0,0.0,112000.0,1,102000.0,U,0.0,102000.0,1
28739,10451, ,alambre de amarre kilo, ,2022-05-17,8500.0,1.0,0.0,0.0,8500.0,2,7129.05,U,0.0,0.0,1
28740,1092, ,estuco plastico galon (6kg) corona 318021001, ,2022-05-17,25000.0,2.0,0.0,0.0,50000.0,1,20771.89,U,0.0,20983.85,1
28741,10457, ,terminal conduit 1/2 con tuerca, ,2022-05-17,500.0,50.0,0.0,0.0,25000.0,1,319.99,U,0.0,0.0,1
28742,10113, ,clavija grande codelca 15amp, ,2022-05-17,3000.0,1.0,0.0,0.0,3000.0,1,2449.02,U,0.0,2449.02,1
28743,10649, ,pistola metalica 8 funciones pr-204 truper, ,2022-05-17,23000.0,1.0,0.0,0.0,23000.0,1,18577.33,U,0.0,97049.58,1
28743,10536, ,manguera llenado lavadora 1.6mt ferreintegral, ,2022-05-17,12000.0,1.0,0.0,0.0,12000.0,2,9000.01,U,0.0,10800.01,1
28744,10332, ,codo galvanizado 1/2, ,2022-05-17,1900.0,1.0,0.0,0.0,1900.0,1,1500.0,U,0.0,1506.42,1
28745,11972, ,arbol salida sanitario eco pinpinov, ,2022-05-17,9000.0,1.0,0.0,0.0,9000.0,1,4984.91,U,0.0,4984.91,1
28745,11136, ,tornillo sanitario indugricor p/g carden unidad, ,2022-05-17,1000.0,2.0,0.0,0.0,2000.0,2,400.0,U,0.0,400.0,1
28746,11529, ,probador corriente gde, ,2022-05-17,2800.0,1.0,0.0,0.0,2800.0,1,1850.0,U,0.0,1831.1,1
28747,11753, ,toma sencillo thompson sobreponer, ,2022-05-17,2300.0,2.0,0.0,0.0,4600.0,1,1600.0,U,0.0,0.0,1
28747,10434, ,interruptor sobreponer sencillo ht20508a, ,2022-05-17,2000.0,2.0,0.0,0.0,4000.0,2,1245.61,U,0.0,0.0,1
28748,10267, ,silicona loctite gris 70ml, ,2022-05-17,17000.0,1.0,0.0,0.0,17000.0,1,9166.66,U,0.0,0.0,1
28749,12162, ,flexometro lufkin l516 5 mts naranja, ,2022-05-17,15000.0,1.0,0.0,0.0,15000.0,1,11909.52,U,0.0,11909.52,1
28750,11815, ,canaleta 40*25 RG con adhesivo, ,2022-05-17,13000.0,1.0,0.0,0.0,13000.0,1,9600.0,U,0.0,9600.0,1
28751,11164, ,cable utp cat 5  interno mt, ,2022-05-17,1000.0,5.0,0.0,0.0,5000.0,1,443.0,U,0.0,491.36,1
28751,11504, ,conector terminal rj45 5 amp ud, ,2022-05-17,600.0,2.0,0.0,0.0,1200.0,2,349.99,U,0.0,349.99,1
28751,10440, ,protector, ,2022-05-17,500.0,2.0,0.0,0.0,1000.0,3,951.99,U,0.0,0.0,1
28751,10440, ,ponchada, ,2022-05-17,2000.0,1.0,0.0,0.0,2000.0,4,951.99,U,0.0,0.0,1
28752,10666, ,casquete cuadrada 3*1 1/2, ,2022-05-17,2000.0,40.0,0.0,0.0,80000.0,1,1300.0,U,0.0,1300.0,1
28753,10445, ,clavo madera caj 50ud 2-2.2-3 pulg, ,2022-05-17,3700.0,2.0,0.0,0.0,7400.0,1,3237.99,U,0.0,3237.99,1
28753,10443, ,clavo madera 1 1/2, ,2022-05-17,3900.0,2.0,0.0,0.0,7800.0,2,3281.88,U,0.0,3312.02,1
28754,1384, ,guante nitrilo gris azul-verde-blanco verde, ,2022-05-17,5000.0,1.0,0.0,0.0,5000.0,1,3000.0,U,0.0,3210.01,1
28755,1302, ,cable alambre aluminio #6 continental *100mt 3670g, ,2022-05-17,93000.0,1.0,0.0,0.0,93000.0,1,840.0,U,0.0,859.3,100
28756,2063, ,rodillo en espuma goya deko 9 pulg, ,2022-05-17,8000.0,1.0,0.0,0.0,8000.0,1,6653.29,U,0.0,6653.29,1
28757,10552, ,tubo conduit tiro *3mt pesado, ,2022-05-17,3700.0,40.0,0.0,0.0,148000.0,1,3200.0,U,0.0,3200.22,1
28757,10560, ,curva conduit 1/2 eco, ,2022-05-17,600.0,30.0,0.0,0.0,18000.0,2,299.88,U,0.0,350.69,1
28757,1097, ,disco corte 4pul forte , ,2022-05-17,3000.0,1.0,0.0,0.0,3000.0,3,1599.98,U,0.0,1631.83,1
28758,10602, ,yee sanitaria 2pulg gerfor, ,2022-05-17,4000.0,1.0,0.0,0.0,4000.0,1,3500.0,U,0.0,3563.33,1
28759,11360, ,vinilo super tipo 1 amarillo caribe gal pintuland, ,2022-05-17,65000.0,1.0,0.0,0.0,65000.0,1,43911.0,U,0.0,43911.0,1
28760,2188, ,brocha corneta cerda pelo negro 2 1/2, ,2022-05-17,4000.0,1.0,0.0,0.0,4000.0,1,2628.71,U,0.0,2628.71,1
28761,11907, ,chapa bola alcoba vinotinto, ,2022-05-17,18000.0,1.0,0.0,0.0,18000.0,1,16000.0,U,0.0,14765.94,1
28762,1631, ,rodillo ovejero 5 pulg, ,2022-05-17,4500.0,1.0,0.0,0.0,4500.0,1,3100.0,U,0.0,3234.78,1
28763,1631, ,rodillo ovejero 5 pulg, ,2022-05-17,4500.0,1.0,0.0,0.0,4500.0,1,3100.0,U,0.0,3100.0,1
28764,1591, ,toma doble levinton incrustar 20amp, ,2022-05-17,12500.0,1.0,0.0,0.0,12500.0,1,10649.99,U,0.0,9964.76,1
28764,1656, ,tapa levinton blanca -beige, ,2022-05-17,900.0,1.0,0.0,0.0,900.0,2,260.13,U,0.0,221.12,1
28764,10136, ,caja 5800 plastica tercol-induma 2*4pulg, ,2022-05-17,800.0,1.0,0.0,0.0,800.0,3,481.52,U,0.0,455.76,1
28765,10345, ,amarra plastica-metal zinc x100, ,2022-05-17,170.0,24.0,0.0,0.0,4080.0,1,117.0,U,0.0,117.1,1
28766,11970, ,pegacor ultra gris 25k ceramica exterior, ,2022-05-17,30000.0,1.0,0.0,0.0,30000.0,1,28024.5,U,0.0,27884.17,1
28767,10103, ,arbol salida grival nuki, ,2022-05-17,22000.0,1.0,0.0,0.0,22000.0,1,18128.59,U,0.0,18089.13,1
28768,10947, ,piragua aluminio 14.59*12*6mm *6mt, ,2022-05-17,3000.0,3.0,0.0,0.0,9000.0,1,1950.0,U,0.0,1950.0,1
28768,10156, ,valvula pozuelo combinada 2, ,2022-05-17,7500.0,1.0,0.0,0.0,7500.0,2,6700.0,U,0.0,6113.09,1
28768,10345, ,amarra plastica-metal zinc x100, ,2022-05-17,170.0,36.0,0.0,0.0,6120.0,3,117.0,U,0.0,117.1,1
28769,10443, ,clavo madera 1 1/2, ,2022-05-17,3900.0,2.0,0.0,0.0,7800.0,1,3281.88,U,0.0,3312.02,1
28769,11356, ,colbon bioplast amarillo kg, ,2022-05-17,9800.0,1.0,0.0,0.0,9800.0,2,8000.0,U,0.0,8000.0,1
28770,11906, ,rejilla plana 2 1/2 *1 1/2, ,2022-05-17,2000.0,1.0,0.0,0.0,2000.0,1,900.0,U,0.0,900.0,1
28770,10771, ,cinta teflon industrial, ,2022-05-17,2500.0,1.0,0.0,0.0,2500.0,2,1650.0,U,0.0,1650.0,1
28771,1931, ,disco segmentado 4.5 generico, ,2022-05-17,7000.0,1.0,0.0,0.0,7000.0,1,5585.86,U,0.0,0.0,1
28772,12268, ,vinilo tipo 1 vinilico amarillo otoñal cuarto ico, ,2022-05-17,16500.0,1.0,0.0,0.0,16500.0,1,13725.46,U,0.0,13384.61,1
28773,11139, ,sika estuka join acrilico gal 2kg, ,2022-05-17,32500.0,1.0,0.0,0.0,32500.0,1,27850.99,U,0.0,27850.99,1
28774,1489, ,fragua continental cafe 2k, ,2022-05-17,7000.0,1.0,0.0,0.0,7000.0,1,4600.0,U,0.0,4586.67,1
28775,1549, ,cable antifraude , ,2022-05-17,5300.0,15.0,0.0,0.0,79500.0,1,4550.0,U,0.0,0.0,1
28775,10440, ,conect, ,2022-05-17,7000.0,2.0,0.0,0.0,14000.0,2,951.99,U,0.0,0.0,1
28776,2046, ,tubo regadera en acero inoxid 40cm, ,2022-05-17,28000.0,1.0,0.0,0.0,28000.0,1,24431.89,U,0.0,24431.89,1
28777,10332, ,codo galvanizado 1/2, ,2022-05-17,1900.0,1.0,0.0,0.0,1900.0,1,1500.0,U,0.0,1506.42,1
28777,11585, ,union cpvc celta 1/2, ,2022-05-17,1200.0,6.0,0.0,0.0,7200.0,2,912.27,U,0.0,877.14,1
28777,10381, ,codo  cpvc 1/2 90 grados, ,2022-05-17,1600.0,6.0,0.0,0.0,9600.0,3,1034.37,U,0.0,1088.49,1
28777,11893, ,mezclador ducha palanca cascade 8 pulg corona, ,2022-05-17,130000.0,1.0,0.0,0.0,130000.0,4,115024.57,U,0.0,115021.62,1
28777,2165, ,rejilla plastica con sosco 3*2, ,2022-05-17,2500.0,2.0,0.0,0.0,5000.0,5,1800.0,U,0.0,1800.0,1
28777,10488, ,macho presion cpvc celta 1/2, ,2022-05-17,1700.0,6.0,0.0,0.0,10200.0,6,1516.06,U,0.0,1357.48,1
28777,10594, ,codo presion 1/2pulg gerfor, ,2022-05-17,600.0,10.0,0.0,0.0,6000.0,7,468.38,U,0.0,468.38,1
28777,10654, ,suprasold pvc 1/16 gal verde gerfor verde, ,2022-05-17,27000.0,1.0,0.0,0.0,27000.0,8,23943.99,U,0.0,23693.16,1
28777,10384, ,union presion 1/2 gerfor, ,2022-05-17,500.0,4.0,0.0,0.0,2000.0,9,295.14,U,0.0,294.3,1
28777,10380, ,macho presion gerfor 1/2, ,2022-05-17,500.0,4.0,0.0,0.0,2000.0,10,313.22,U,0.0,327.68,1
28777,11865, ,suprasol cpvc 1/32, ,2022-05-17,17500.0,1.0,0.0,0.0,17500.0,11,15009.47,U,0.0,17449.0,1
28777,10383, ,tee presion 1/2 gerfor, ,2022-05-17,700.0,4.0,0.0,0.0,2800.0,12,619.75,U,0.0,619.75,1
28777,10774, ,codo sanitario 3 coltubac doble campana, ,2022-05-17,5300.0,2.0,0.0,0.0,10600.0,13,4266.15,U,0.0,4980.76,1
28777,12018, ,tubo cpvc 1*/2 rde 11*3 mtrs, ,2022-05-17,19500.0,6.0,0.0,0.0,117000.0,14,16472.31,U,0.0,0.0,3
28777,10435, ,tubo pvc presion gerfor-indexcol 1/2 *6mt, ,2022-05-17,13000.0,3.0,0.0,0.0,39000.0,15,1750.0,U,0.0,1859.75,6
28777,10820, ,yee sanitaria de 3 pulg, ,2022-05-17,6600.0,2.0,0.0,0.0,13200.0,16,5500.0,U,0.0,5500.0,1
28777,1199, ,buje sanitario 3 a 2 econo, ,2022-05-17,3500.0,2.0,0.0,0.0,7000.0,17,2500.0,U,0.0,2507.29,1
28777,10602, ,yee sanitaria 2pulg gerfor, ,2022-05-17,4200.0,2.0,0.0,0.0,8400.0,18,3500.0,U,0.0,3563.33,1
28777,12252, ,codo sifon 2 pulg , ,2022-05-17,4300.0,2.0,0.0,0.0,8600.0,19,3154.69,U,0.0,3154.69,1
28777,10754, ,semicodo sanitario 2pulg herplast, ,2022-05-17,2500.0,4.0,0.0,0.0,10000.0,20,1500.0,U,0.0,1143.48,1
28777,10562, ,codo sanitario campana espigo 2 pulg dilmar, ,2022-05-17,2400.0,1.0,0.0,0.0,2400.0,21,1571.99,U,0.0,1571.99,1
28777,10754, ,semicodo sanitario 2pulg herplast, ,2022-05-17,2500.0,2.0,0.0,0.0,5000.0,22,1500.0,U,0.0,1143.48,1
28777,2230, ,disco corte madera 4 1/2 40t utustools, ,2022-05-17,7000.0,1.0,0.0,0.0,7000.0,23,5200.0,U,0.0,5200.0,1
28778,1436, ,disco corte madera incolma 4 1/2 40 dientes, ,2022-05-17,16000.0,1.0,0.0,0.0,16000.0,1,13147.12,U,0.0,13147.12,1
28779,12130, ,pasador cuadrado 3 pulg induma, ,2022-05-17,3500.0,2.0,0.0,0.0,7000.0,1,2695.35,U,0.0,2586.8,1
28779,10440, ,corti, ,2022-05-17,700.0,4.0,0.0,0.0,2800.0,2,951.99,U,0.0,0.0,1
28779,2061, ,manija tiradera tubular 096 flexon hueca, ,2022-05-17,2500.0,1.0,0.0,0.0,2500.0,3,1652.77,U,0.0,1652.77,1
28780,11680, ,tachuela tapiceria n.8 450gr, ,2022-05-17,12500.0,1.0,0.0,0.0,12500.0,1,9183.23,U,0.0,9183.23,1
28781,11170, ,candado hierro vera 63mm, ,2022-05-17,19000.0,1.0,0.0,0.0,19000.0,1,14834.54,U,0.0,14484.15,1
28781,10191, ,convertidor polo a tierra diesel gris 15amp, ,2022-05-17,1500.0,1.0,0.0,0.0,1500.0,2,900.0,U,0.0,948.66,1
28782,2311, ,tubo acero inoxid regadera 32cm, ,2022-05-17,13000.0,1.0,0.0,0.0,13000.0,1,8929.82,U,0.0,8929.82,1
28783,10699, ,cemento san marcos-argos-cemex bto 50kg, ,2022-05-17,31000.0,3.0,0.0,0.0,93000.0,1,580.0,U,0.0,585.1,50
28784,10687, ,cemento blanco argos *40kg, ,2022-05-18,1800.0,1.0,0.0,0.0,1800.0,1,1300.0,U,0.0,1295.04,1
28785,10391, ,sika 101 mortero plus gris 2kg polvo, ,2022-05-18,18000.0,1.0,0.0,0.0,18000.0,1,15173.31,U,0.0,16390.47,1
28786,10391, ,sika 101 mortero plus gris 2kg polvo, ,2022-05-18,18000.0,2.0,0.0,0.0,36000.0,1,15173.31,U,0.0,16390.47,1
28787,11573, ,bombillo 30w retilap bester, ,2022-05-18,19000.0,1.0,0.0,0.0,19000.0,1,14666.75,U,0.0,14666.75,1
28788,1302, ,cable alambre aluminio #6 continental *100mt 3670g, ,2022-05-18,93000.0,2.0,0.0,0.0,186000.0,1,840.0,U,0.0,838.49,100
28789,1704, ,cancamo escuadra 1-1/8  dorado, ,2022-05-18,300.0,4.0,0.0,0.0,1200.0,1,113.72,U,0.0,113.72,1
28790,10342, ,extencion housecord con polo 12pies, ,2022-05-18,6500.0,1.0,0.0,0.0,6500.0,1,4800.0,U,0.0,4800.0,1
28791,1063, ,brocha mona mango azul  3pulg, ,2022-05-18,4500.0,1.0,0.0,0.0,4500.0,1,3050.0,U,0.0,3050.0,1
28792,11538, ,plafon policarbonato uduke-new, ,2022-05-18,2500.0,3.0,0.0,0.0,7500.0,1,2126.95,U,0.0,2154.53,1
28792,11974, ,bombillo sensor 7w totality, ,2022-05-18,26000.0,1.0,0.0,0.0,26000.0,2,22458.87,U,0.0,22458.87,1
28792,10200, ,cable duplex 2*10 pinpinov eco, ,2022-05-18,1800.0,20.0,0.0,0.0,36000.0,3,1415.4,U,0.0,2099.22,1
28792,1508, ,bombillo led 18w todos, ,2022-05-18,15000.0,2.0,0.0,0.0,30000.0,4,6740.99,U,0.0,8012.32,1
28792,10921, ,tor drywall 6*1 1/4 ciento, ,2022-05-18,60.0,4.0,0.0,0.0,240.0,5,31.0,U,0.0,36.31,1
28793,11208, ,pegante amarillo boxer 120cc , ,2022-05-18,3600.0,10.0,0.0,0.0,36000.0,1,3300.0,U,0.0,2634.79,1
28793,10149, ,clavo madera 2 1/2 puma, ,2022-05-18,4100.0,10.0,0.0,0.0,41000.0,2,3842.52,U,0.0,900.91,1
28793,10650, ,grapa cerca puma 1*1 1/4 800g *25ud, ,2022-05-18,7200.0,15.0,0.0,0.0,108000.0,3,6711.64,U,0.0,9636.61,1
28793,10571, ,alambre galvanizado calibre 12 2.75mm 25kg, ,2022-05-18,9000.0,10.0,0.0,0.0,90000.0,4,7558.87,U,0.0,7475.26,1
28793,1284, ,clavo madera mejia 3 1/2 pulg, ,2022-05-18,3000.0,10.0,0.0,0.0,30000.0,5,2608.42,U,0.0,2311.4,1
28793,1284, ,clavo madera mejia 3 1/2 pulg, ,2022-05-18,3000.0,10.0,0.0,0.0,30000.0,6,2608.42,U,0.0,2311.4,1
28794,11986, ,alicate 8pulg lhaura, ,2022-05-18,15500.0,1.0,0.0,0.0,15500.0,1,11218.13,U,0.0,13541.42,1
28795,10443, ,clavo madera 1 1/2, ,2022-05-18,3900.0,1.0,0.0,0.0,3900.0,1,3281.88,U,0.0,3312.02,1
28796,10440, ,bo conduit 1 pulg, ,2022-05-18,12000.0,1.0,0.0,0.0,12000.0,1,951.99,U,0.0,0.0,1
28797,10261, ,soldadura varilla metal asweldiing 6011 3/32, ,2022-05-18,16000.0,1.4,0.0,0.0,22400.0,1,14187.85,U,0.0,8529.53,1
28798,11928, ,nivel generico plastico de 18 pulg, ,2022-05-18,9000.0,1.0,0.0,0.0,9000.0,1,5785.78,U,0.0,5620.37,1
28799,10440, ,resto cambio rejilla, ,2022-05-18,20000.0,1.0,0.0,0.0,20000.0,1,951.99,U,0.0,0.0,1
28800,10264, ,silicona tubo kaudal  300ml transp, ,2022-05-18,9000.0,1.0,0.0,0.0,9000.0,1,7589.82,U,0.0,7589.82,1
28801,10552, ,tubo conduit tiro *3mt pesado, ,2022-05-18,3900.0,3.0,0.0,0.0,11700.0,1,3200.0,U,0.0,3200.22,1
28801,10457, ,terminal conduit 1/2 con tuerca, ,2022-05-18,500.0,12.0,0.0,0.0,6000.0,2,319.99,U,0.0,0.0,1
28801,10546, ,cinta aislante adler vesta neg 20yarda gde, ,2022-05-18,2800.0,3.0,0.0,0.0,8400.0,3,2000.0,U,0.0,1994.65,1
28801,10560, ,curva conduit 1/2 eco, ,2022-05-18,600.0,6.0,0.0,0.0,3600.0,4,299.88,U,0.0,350.69,1
28801,10615, ,chazo plastico aleta 5/16 broca doc., ,2022-05-18,800.0,2.0,0.0,0.0,1600.0,5,26.0,U,0.0,-6.98,12
28801,10136, ,caja 5800 plastica tercol-induma 2*4pulg, ,2022-05-18,900.0,4.0,0.0,0.0,3600.0,6,481.52,U,0.0,455.76,1
28801,1351, ,terminal conduit 3/4 con tuerca, ,2022-05-18,700.0,4.0,0.0,0.0,2800.0,7,450.0,U,0.0,378.52,1
28801,11486, ,varilla de cobre encamizada tipo americana 1.50mt, ,2022-05-18,20000.0,1.0,0.0,0.0,20000.0,8,16200.0,U,0.0,16200.0,1
28802,1613, ,niple galvanizado 1 1/2 pulg-4cm, ,2022-05-18,1500.0,1.0,0.0,0.0,1500.0,1,850.0,U,0.0,770.0,1
28802,10103, ,arbol salida grival nuki, ,2022-05-18,22000.0,1.0,0.0,0.0,22000.0,2,18128.59,U,0.0,18089.13,1
28803,11034, ,caiman peq tornillo al104 par, ,2022-05-18,1000.0,2.0,0.0,0.0,2000.0,1,265.0,U,0.0,265.0,1
28804,12084, ,laca catalizada miel 1/4 pintuland, ,2022-05-18,16000.0,1.0,0.0,0.0,16000.0,1,16422.0,U,0.0,16422.0,1
28804,11123, ,tiner media, ,2022-05-18,2800.0,1.0,0.0,0.0,2800.0,2,1886.78,U,0.0,1876.5,1
28805,10652, ,kit accesorios *6 nilo grival, ,2022-05-18,77000.0,1.0,0.0,0.0,77000.0,1,63250.05,U,0.0,67600.03,1
28806,11534, ,manija baño plastigrifos, ,2022-05-18,5000.0,1.0,0.0,0.0,5000.0,1,2250.0,U,0.0,2250.0,1
28807,1302, ,cable alambre aluminio #6 continental *100mt 3670g, ,2022-05-18,93000.0,2.0,0.0,0.0,186000.0,1,840.0,U,0.0,838.49,100
28808,10885, ,manila soga matiz lhaura 14mm *120mt carrete, ,2022-05-18,2800.0,5.0,0.0,0.0,14000.0,1,2274.47,U,0.0,2423.94,1
28809,11467, ,electrodo loza eco, ,2022-05-18,4000.0,1.0,0.0,0.0,4000.0,1,2800.0,U,0.0,2687.85,1
28810,1678, ,caja plastica externa 2*4 jg, ,2022-05-18,3500.0,1.0,0.0,0.0,3500.0,1,2165.8,U,0.0,2236.29,1
28811,11677, ,polisombra negra al 65 % 100 mtrs agrotek 2mt, ,2022-05-18,6500.0,13.0,0.0,0.0,84500.0,1,5255.04,U,0.0,180.0,1
28811,1315, ,guante caucho scopa 8 1/2, ,2022-05-18,6000.0,1.0,0.0,0.0,6000.0,2,3941.66,U,0.0,3941.66,1
28812,10141, ,cable alambre #10 blanco centelsa rollo *100mt, ,2022-05-18,3100.0,1.0,0.0,0.0,3100.0,1,2600.0,U,0.0,-697818.51,1
28812,10682, ,cable alambre centelsa #10 rojo *100mt, ,2022-05-18,3100.0,1.0,0.0,0.0,3100.0,2,2600.0,U,0.0,2601.69,1
28812,10931, ,regleta 60amp *6 pares, ,2022-05-18,2000.0,1.0,0.0,0.0,2000.0,3,1291.54,U,0.0,1045.12,1
28813,11552, ,pegasur enchape gris 25k del sur, ,2022-05-18,13000.0,40.0,0.0,0.0,520000.0,1,440.0,U,0.0,440.0,25
28814,10831, ,lija omega-abracol #120, ,2022-05-18,1400.0,5.0,0.0,0.0,7000.0,1,885.36,U,0.0,863.59,1
28814,10264, ,silicona tubo kaudal  300ml transp, ,2022-05-18,9000.0,1.0,0.0,0.0,9000.0,2,7589.82,U,0.0,7589.82,1
28815,10699, ,cemento san marcos-argos-cemex bto 50kg, ,2022-05-18,31000.0,1.0,0.0,0.0,31000.0,1,590.0,U,0.0,590.0,50
28816,1209, ,nylon 90 libras, ,2022-05-18,5500.0,1.0,0.0,0.0,5500.0,1,3800.0,U,0.0,3805.66,1
28817,10809, ,nylon ht 70-50-60 libras maxi tools-uduke-forte azul, ,2022-05-18,4500.0,1.0,0.0,0.0,4500.0,1,3367.7,U,0.0,3150.83,1
28818,12291, ,espatula metalica amar 1 pulg, ,2022-05-18,2800.0,1.0,0.0,0.0,2800.0,1,1600.0,U,0.0,1760.26,1
28819,11212, ,llana lisa hopex acero inoxidable m/madera, ,2022-05-18,24000.0,1.0,0.0,0.0,24000.0,1,20223.0,U,0.0,21573.0,1
28820,10264, ,silicona tubo kaudal  300ml transp, ,2022-05-18,9000.0,1.0,0.0,0.0,9000.0,1,7589.82,U,0.0,7589.82,1
28821,2128, ,cerrojo vera llave llave 854, ,2022-05-18,42000.0,1.0,0.0,0.0,42000.0,1,35100.24,U,0.0,35100.24,1
28822,1097, ,disco corte 4pul forte , ,2022-05-18,3000.0,1.0,0.0,0.0,3000.0,1,1599.98,U,0.0,1631.83,1
28823,10216, ,plafon bombillo loza mc, ,2022-05-18,2300.0,1.0,0.0,0.0,2300.0,1,1950.05,U,0.0,1903.68,1
28824,1858, ,chapa manija flexon alcoba, ,2022-05-18,37000.0,3.0,0.0,0.0,111000.0,1,30342.62,U,0.0,30342.62,1
28824,11883, ,chapa manija baño fanal, ,2022-05-18,35000.0,2.0,0.0,0.0,70000.0,2,28246.2,U,0.0,28718.11,1
28825,10687, ,cemento blanco argos *40kg, ,2022-05-18,1800.0,15.0,0.0,0.0,27000.0,1,1300.0,U,0.0,1295.04,1
